,series_id,year,value,Month,lfst_code,periodicity_code,series_title,activity_code,ages_code,class_code,duration_code,education_code,entr_code,expr_code,indy_text
163,LNS11000002,2017,75155.0,12,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
164,LNS11000002,2018,75214.0,1,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
165,LNS11000002,2018,75623.0,2,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
166,LNS11000002,2018,75585.0,3,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
167,LNS11000002,2018,75549.0,4,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
168,LNS11000002,2018,75662.0,5,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
169,LNS11000002,2018,76153.0,6,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
170,LNS11000002,2018,76284.0,7,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
171,LNS11000002,2018,75893.0,8,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
172,LNS11000002,2018,76142.0,9,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
173,LNS11000002,2018,76453.0,10,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
174,LNS11000002,2018,76430.0,11,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
175,LNS11000002,2018,76705.0,12,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
176,LNS11000002,2019,76600.0,1,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
177,LNS11000002,2019,76648.0,2,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
178,LNS11000002,2019,76494.0,3,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
179,LNS11000002,2019,76313.0,4,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
180,LNS11000002,2019,76370.0,5,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
181,LNS11000002,2019,76584.0,6,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
182,LNS11000002,2019,76580.0,7,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
183,LNS11000002,2019,77070.0,8,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
184,LNS11000002,2019,77195.0,9,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
185,LNS11000002,2019,77500.0,10,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
186,LNS11000002,2019,77243.0,11,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
187,LNS11000002,2019,77507.0,12,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
188,LNS11000002,2020,77518.0,1,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
189,LNS11000002,2020,77538.0,2,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
190,LNS11000002,2020,76790.0,3,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
191,LNS11000002,2020,73343.0,4,10,M,(Seas) Civilian Labor Force Level - Women,0,00,0,0,00,0,0,All Industries
7872,LNS11300093,2015,79.7,1,13,M,(Seas) Labor Force Participation Rate - 45-54 yrs.,0,42,0,0,00,0,0,All Industries
7873,LNS11300093,2015,79.7,2,13,M,(Seas) Labor Force Participation Rate - 45-54 yrs.,0,42,0,0,00,0,0,All Industries
7874,LNS11300093,2015,79.3,3,13,M,(Seas) Labor Force Participation Rate - 45-54 yrs.,0,42,0,0,00,0,0,All Industries
7875,LNS11300093,2015,79.6,4,13,M,(Seas) Labor Force Participation Rate - 45-54 yrs.,0,42,0,0,00,0,0,All Industries
7876,LNS11300093,2015,79.6,5,13,M,(Seas) Labor Force Participation Rate - 45-54 yrs.,0,42,0,0,00,0,0,All Industries
7877,LNS11300093,2015,79.5,6,13,M,(Seas) Labor Force Participation Rate - 45-54 yrs.,0,42,0,0,00,0,0,All Industries
7878,LNS11300093,2015,79.4,7,13,M,(Seas) Labor Force Participation Rate - 45-54 yrs.,0,42,0,0,00,0,0,All Industries
7879,LNS11300093,2015,79.4,8,13,M,(Seas) Labor Force Participation Rate - 45-54 yrs.,0,42,0,0,00,0,0,All Industries
7880,LNS11300093,2015,79.2,9,13,M,(Seas) Labor Force Participation Rate - 45-54 yrs.,0,42,0,0,00,0,0,All Industries
7881,LNS11300093,2015,79.4,10,13,M,(Seas) Labor Force Participation Rate - 45-54 yrs.,0,42,0,0,00,0,0,All Industries
7882,LNS11300093,2015,79.6,11,13,M,(Seas) Labor Force Participation Rate - 45-54 yrs.,0,42,0,0,00,0,0,All Industries
7883,LNS11300093,2015,79.6,12,13,M,(Seas) Labor Force Participation Rate - 45-54 yrs.,0,42,0,0,00,0,0,All Industries
7884,LNS11300093,2016,79.9,1,13,M,(Seas) Labor Force Participation Rate - 45-54 yrs.,0,42,0,0,00,0,0,All Industries
7885,LNS11300093,2016,79.9,2,13,M,(Seas) Labor Force Participation Rate - 45-54 yrs.,0,42,0,0,00,0,0,All Industries
7886,LNS11300093,2016,80.1,3,13,M,(Seas) Labor Force Participation Rate - 45-54 yrs.,0,42,0,0,00,0,0,All Industries
7887,LNS11300093,2016,80.1,4,13,M,(Seas) Labor Force Participation Rate - 45-54 yrs.,0,42,0,0,00,0,0,All Industries
7888,LNS11300093,2016,79.7,5,13,M,(Seas) Labor Force Participation Rate - 45-54 yrs.,0,42,0,0,00,0,0,All Industries
7889,LNS11300093,2016,79.9,6,13,M,(Seas) Labor Force Participation Rate - 45-54 yrs.,0,42,0,0,00,0,0,All Industries
7890,LNS11300093,2016,79.7,7,13,M,(Seas) Labor Force Participation Rate - 45-54 yrs.,0,42,0,0,00,0,0,All Industries
7891,LNS11300093,2016,79.7,8,13,M,(Seas) Labor Force Participation Rate - 45-54 yrs.,0,42,0,0,00,0,0,All Industries
7892,LNS11300093,2016,80.0,9,13,M,(Seas) Labor Force Participation Rate - 45-54 yrs.,0,42,0,0,00,0,0,All Industries
7893,LNS11300093,2016,80.7,10,13,M,(Seas) Labor Force Participation Rate - 45-54 yrs.,0,42,0,0,00,0,0,All Industries
7894,LNS11300093,2016,80.2,11,13,M,(Seas) Labor Force Participation Rate - 45-54 yrs.,0,42,0,0,00,0,0,All Industries
7895,LNS11300093,2016,80.0,12,13,M,(Seas) Labor Force Participation Rate - 45-54 yrs.,0,42,0,0,00,0,0,All Industries
7896,LNS11300093,2017,79.9,1,13,M,(Seas) Labor Force Participation Rate - 45-54 yrs.,0,42,0,0,00,0,0,All Industries
7897,LNS11300093,2017,79.9,2,13,M,(Seas) Labor Force Participation Rate - 45-54 yrs.,0,42,0,0,00,0,0,All Industries
7898,LNS11300093,2017,80.0,3,13,M,(Seas) Labor Force Participation Rate - 45-54 yrs.,0,42,0,0,00,0,0,All Industries
