State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
Iowa,3/21/2015,2181,3/14/2015,30579,1490429,2.05
Iowa,3/28/2015,2028,3/21/2015,28116,1490429,1.89
Iowa,4/4/2015,2126,3/28/2015,25303,1490429,1.7
Iowa,4/11/2015,2576,4/4/2015,22175,1494165,1.48
Iowa,4/18/2015,2012,4/11/2015,20936,1494165,1.4
Iowa,4/25/2015,2067,4/18/2015,18667,1494165,1.25
Iowa,5/2/2015,2183,4/25/2015,17682,1494165,1.18
Iowa,5/9/2015,2537,5/2/2015,17259,1494165,1.16
Iowa,5/16/2015,2307,5/9/2015,17237,1494165,1.15
Iowa,5/23/2015,2322,5/16/2015,16848,1494165,1.13
Iowa,5/30/2015,2464,5/23/2015,16805,1494165,1.12
Iowa,6/6/2015,2955,5/30/2015,17384,1494165,1.16
Iowa,6/13/2015,2530,6/6/2015,17657,1494165,1.18
Iowa,6/20/2015,2116,6/13/2015,18225,1494165,1.22
Iowa,6/27/2015,2153,6/20/2015,18189,1494165,1.22
Iowa,7/4/2015,3712,6/27/2015,17739,1494165,1.19
Iowa,7/11/2015,3627,7/4/2015,19975,1498396,1.33
Iowa,7/18/2015,2199,7/11/2015,19463,1498396,1.3
Iowa,7/25/2015,2051,7/18/2015,18579,1498396,1.24
Iowa,8/1/2015,2589,7/25/2015,18212,1498396,1.22
Iowa,8/8/2015,2687,8/1/2015,18689,1498396,1.25
Iowa,8/15/2015,2086,8/8/2015,19118,1498396,1.28
Iowa,8/22/2015,2383,8/15/2015,18156,1498396,1.21
Iowa,8/29/2015,2120,8/22/2015,17922,1498396,1.2
Iowa,9/5/2015,2468,8/29/2015,16565,1498396,1.11
Iowa,9/12/2015,2108,9/5/2015,16109,1498396,1.08
Iowa,9/19/2015,2555,9/12/2015,16152,1498396,1.08
Iowa,9/26/2015,2273,9/19/2015,16634,1498396,1.11
Iowa,10/3/2015,2141,9/26/2015,16092,1498396,1.07
Iowa,10/10/2015,2254,10/3/2015,16191,1503381,1.08
Iowa,10/17/2015,2102,10/10/2015,15799,1503381,1.05
Iowa,10/24/2015,2256,10/17/2015,15969,1503381,1.06
Iowa,10/31/2015,2976,10/24/2015,16057,1503381,1.07
Iowa,11/7/2015,3003,10/31/2015,16935,1503381,1.13
Iowa,11/14/2015,2818,11/7/2015,17114,1503381,1.14
Iowa,11/21/2015,4882,11/14/2015,17198,1503381,1.14
Iowa,11/28/2015,4913,11/21/2015,19333,1503381,1.29
Iowa,12/5/2015,6559,11/28/2015,23947,1503381,1.59
Iowa,12/12/2015,3757,12/5/2015,24675,1503381,1.64
Iowa,12/19/2015,4885,12/12/2015,25166,1503381,1.67
Iowa,12/26/2015,7584,12/19/2015,27277,1503381,1.81
Iowa,1/2/2016,9785,12/26/2015,33125,1503381,2.2
Iowa,1/9/2016,7048,1/2/2016,41384,1507216,2.75
Iowa,1/16/2016,3818,1/9/2016,35687,1507216,2.37
Iowa,1/23/2016,3348,1/16/2016,36091,1507216,2.39
Iowa,1/30/2016,3121,1/23/2016,36710,1507216,2.44
Iowa,2/6/2016,2876,1/30/2016,36109,1507216,2.4
Iowa,2/13/2016,2838,2/6/2016,36507,1507216,2.42
Iowa,2/20/2016,2219,2/13/2016,35933,1507216,2.38
Iowa,2/27/2016,2159,2/20/2016,34674,1507216,2.3
Iowa,3/5/2016,2257,2/27/2016,33471,1507216,2.22
Iowa,3/12/2016,2276,3/5/2016,31977,1507216,2.12
Iowa,3/19/2016,2503,3/12/2016,29740,1507216,1.97
Iowa,3/26/2016,2534,3/19/2016,28203,1507216,1.87
Iowa,4/2/2016,2118,3/26/2016,26108,1507216,1.73
Iowa,4/9/2016,2251,4/2/2016,23725,1509793,1.57
Iowa,4/16/2016,2001,4/9/2016,21258,1509793,1.41
Iowa,4/23/2016,2489,4/16/2016,19226,1509793,1.27
Iowa,4/30/2016,2495,4/23/2016,19170,1509793,1.27
Iowa,5/7/2016,2132,4/30/2016,18699,1509793,1.24
Iowa,5/14/2016,2562,5/7/2016,17458,1509793,1.16
Iowa,5/21/2016,3092,5/14/2016,17903,1509793,1.19
Iowa,5/28/2016,2505,5/21/2016,18001,1509793,1.19
Iowa,6/4/2016,2393,5/28/2016,17271,1509793,1.14
Iowa,6/11/2016,2540,6/4/2016,17394,1509793,1.15
Iowa,6/18/2016,2367,6/11/2016,18065,1509793,1.2
Iowa,6/25/2016,2169,6/18/2016,18118,1509793,1.2
Iowa,7/2/2016,2394,6/25/2016,17798,1509793,1.18
Iowa,7/9/2016,2933,7/2/2016,17900,1512782,1.18
Iowa,7/16/2016,2886,7/9/2016,19037,1512782,1.26
Iowa,7/23/2016,2611,7/16/2016,18867,1512782,1.25
Iowa,7/30/2016,2515,7/23/2016,19128,1512782,1.26
Iowa,8/6/2016,2235,7/30/2016,18966,1512782,1.25
Iowa,8/13/2016,1715,8/6/2016,18861,1512782,1.25
Iowa,8/20/2016,1649,8/13/2016,17598,1512782,1.16
Iowa,8/27/2016,1951,8/20/2016,16960,1512782,1.12
Iowa,9/3/2016,2159,8/27/2016,15880,1512782,1.05
Iowa,9/10/2016,1622,9/3/2016,15395,1512782,1.02
Iowa,9/17/2016,1860,9/10/2016,15201,1512782,1
Iowa,9/24/2016,2016,9/17/2016,14882,1512782,0.98
Iowa,10/1/2016,2006,9/24/2016,14580,1512782,0.96
Iowa,10/8/2016,2363,10/1/2016,14415,1515428,0.95
Iowa,10/15/2016,2184,10/8/2016,14609,1515428,0.96
Iowa,10/22/2016,2328,10/15/2016,14632,1515428,0.97
Iowa,10/29/2016,2464,10/22/2016,15223,1515428,1
Iowa,11/5/2016,2605,10/29/2016,15395,1515428,1.02
Iowa,11/12/2016,2193,11/5/2016,15123,1515428,1
Iowa,11/19/2016,3593,11/12/2016,16094,1515428,1.06
Iowa,11/26/2016,3960,11/19/2016,16057,1515428,1.06
Iowa,12/3/2016,5342,11/26/2016,20334,1515428,1.34
Iowa,12/10/2016,5609,12/3/2016,20833,1515428,1.37
Iowa,12/17/2016,6477,12/10/2016,23827,1515428,1.57
Iowa,12/24/2016,6595,12/17/2016,28169,1515428,1.86
Iowa,12/31/2016,7686,12/24/2016,31771,1515428,2.1
Iowa,1/7/2017,5307,12/31/2016,37272,1515428,2.46
Iowa,1/14/2017,3632,1/7/2017,35330,1517302,2.33
Iowa,1/21/2017,2815,1/14/2017,35288,1517302,2.33
Iowa,1/28/2017,2694,1/21/2017,35427,1517302,2.33
Iowa,2/4/2017,2697,1/28/2017,34862,1517302,2.3
Iowa,2/11/2017,2376,2/4/2017,34599,1517302,2.28
Iowa,2/18/2017,2126,2/11/2017,34587,1517302,2.28
Iowa,2/25/2017,2075,2/18/2017,33040,1517302,2.18
Iowa,3/4/2017,1996,2/25/2017,32262,1517302,2.13
Iowa,3/11/2017,2084,3/4/2017,31225,1517302,2.06
Iowa,3/18/2017,2350,3/11/2017,29128,1517302,1.92
Iowa,3/25/2017,1966,3/18/2017,29262,1517302,1.93
Iowa,4/1/2017,1982,3/25/2017,25824,1517302,1.7
Iowa,4/8/2017,2114,4/1/2017,24367,1520404,1.6
Iowa,4/15/2017,2029,4/8/2017,21881,1520404,1.44
Iowa,4/22/2017,1999,4/15/2017,19416,1520404,1.28
Iowa,4/29/2017,2313,4/22/2017,17808,1520404,1.17
Iowa,5/6/2017,2067,4/29/2017,17718,1520404,1.17
Iowa,5/13/2017,1923,5/6/2017,16555,1520404,1.09
Iowa,5/20/2017,2045,5/13/2017,15852,1520404,1.04
Iowa,5/27/2017,2129,5/20/2017,15815,1520404,1.04
Iowa,6/3/2017,2482,5/27/2017,15809,1520404,1.04
Iowa,6/10/2017,2365,6/3/2017,16184,1520404,1.06
Iowa,6/17/2017,1912,6/10/2017,16446,1520404,1.08
Iowa,6/24/2017,1930,6/17/2017,16613,1520404,1.09
Iowa,7/1/2017,2256,6/24/2017,16694,1520404,1.1
Iowa,7/8/2017,3224,7/1/2017,16603,1521858,1.09
Iowa,7/15/2017,2031,7/8/2017,18342,1521858,1.21
Iowa,7/22/2017,1639,7/15/2017,16630,1521858,1.09
Iowa,7/29/2017,2212,7/22/2017,16094,1521858,1.06
Iowa,8/5/2017,2351,7/29/2017,16513,1521858,1.09
Iowa,8/12/2017,1804,8/5/2017,17045,1521858,1.12
Iowa,8/19/2017,1590,8/12/2017,16041,1521858,1.05
Iowa,8/26/2017,1600,8/19/2017,15315,1521858,1.01
Iowa,9/2/2017,1713,8/26/2017,14491,1521858,0.95
Iowa,9/9/2017,2244,9/2/2017,13919,1521858,0.91
Iowa,9/16/2017,1579,9/9/2017,14410,1521858,0.95
Iowa,9/23/2017,1604,9/16/2017,13479,1521858,0.89
Iowa,9/30/2017,1539,9/23/2017,13272,1521858,0.87
Iowa,10/7/2017,2188,9/30/2017,13004,1521858,0.85
Iowa,10/14/2017,1930,10/7/2017,12701,1520575,0.84
Iowa,10/21/2017,2124,10/14/2017,12595,1520575,0.83
Iowa,10/28/2017,2389,10/21/2017,12666,1520575,0.83
Iowa,11/4/2017,2314,10/28/2017,12928,1520575,0.85
Iowa,11/11/2017,2372,11/4/2017,12570,1520575,0.83
Iowa,11/18/2017,3603,11/11/2017,13561,1520575,0.89
Iowa,11/25/2017,3328,11/18/2017,14126,1520575,0.93
Iowa,12/2/2017,4507,11/25/2017,16800,1520575,1.1
Iowa,12/9/2017,4995,12/2/2017,17619,1520575,1.16
Iowa,12/16/2017,4974,12/9/2017,19975,1520575,1.31
Iowa,12/23/2017,6945,12/16/2017,22346,1520575,1.47
Iowa,12/30/2017,8120,12/23/2017,26131,1520575,1.72
Iowa,1/6/2018,5964,12/30/2017,32490,1520575,2.14
Iowa,1/13/2018,4348,1/6/2018,32764,1517606,2.16
Iowa,1/20/2018,3017,1/13/2018,31002,1517606,2.04
Iowa,1/27/2018,2610,1/20/2018,32097,1517606,2.11
Iowa,2/3/2018,2473,1/27/2018,31518,1517606,2.08
Iowa,2/10/2018,2467,2/3/2018,31459,1517606,2.07
Iowa,2/17/2018,2126,2/10/2018,31740,1517606,2.09
Iowa,2/24/2018,2023,2/17/2018,30860,1517606,2.03
Iowa,3/3/2018,1812,2/24/2018,30835,1517606,2.03
Iowa,3/10/2018,1977,3/3/2018,29464,1517606,1.94
Iowa,3/17/2018,2173,3/10/2018,28799,1517606,1.9
Iowa,3/24/2018,1800,3/17/2018,26709,1517606,1.76
Iowa,3/31/2018,2145,3/24/2018,24308,1517606,1.6
Iowa,4/7/2018,2274,3/31/2018,23322,1517606,1.54
Iowa,4/14/2018,1697,4/7/2018,21813,1516790,1.44
Iowa,4/21/2018,1746,4/14/2018,19362,1516790,1.28
Iowa,4/28/2018,1559,4/21/2018,18256,1516790,1.2
Iowa,5/5/2018,1620,4/28/2018,15181,1516790,1
Iowa,5/12/2018,1788,5/5/2018,13992,1516790,0.92
Iowa,5/19/2018,2047,5/12/2018,13317,1516790,0.88
Iowa,5/26/2018,2424,5/19/2018,13308,1516790,0.88
Iowa,6/2/2018,1775,5/26/2018,13404,1516790,0.88
Iowa,6/9/2018,2585,6/2/2018,13164,1516790,0.87
Iowa,6/16/2018,1778,6/9/2018,13932,1516790,0.92
Iowa,6/23/2018,1990,6/16/2018,13869,1516790,0.91
Iowa,6/30/2018,1995,6/23/2018,14396,1516790,0.95
Iowa,7/7/2018,4305,6/30/2018,14232,1516790,0.94
Iowa,7/14/2018,2043,7/7/2018,17101,1517363,1.13
Iowa,7/21/2018,1502,7/14/2018,14096,1517363,0.93
Iowa,7/28/2018,2378,7/21/2018,13757,1517363,0.91
Iowa,8/4/2018,2691,7/28/2018,13993,1517363,0.92
Iowa,8/11/2018,1786,8/4/2018,14747,1517363,0.97
Iowa,8/18/2018,1522,8/11/2018,14236,1517363,0.94
Iowa,8/25/2018,1465,8/18/2018,13634,1517363,0.9
Iowa,9/1/2018,1699,8/25/2018,12652,1517363,0.83
Iowa,9/8/2018,2347,9/1/2018,11822,1517363,0.78
Iowa,9/15/2018,1648,9/8/2018,12374,1517363,0.82
Iowa,9/22/2018,1428,9/15/2018,11496,1517363,0.76
Iowa,9/29/2018,1576,9/22/2018,11534,1517363,0.76
Iowa,10/6/2018,1920,9/29/2018,11351,1517363,0.75
Iowa,10/13/2018,2090,10/6/2018,11546,1519868,0.76
Iowa,10/20/2018,2213,10/13/2018,11657,1519868,0.77
Iowa,10/27/2018,1898,10/20/2018,11545,1519868,0.76
Iowa,11/3/2018,2197,10/27/2018,11226,1519868,0.74
Iowa,11/10/2018,3069,11/3/2018,11711,1519868,0.77
Iowa,11/17/2018,3155,11/10/2018,12640,1519868,0.83
Iowa,11/24/2018,3002,11/17/2018,12602,1519868,0.83
Iowa,12/1/2018,6247,11/24/2018,15139,1519868,1
Iowa,12/8/2018,5069,12/1/2018,18270,1519868,1.2
Iowa,12/15/2018,4139,12/8/2018,20501,1519868,1.35
Iowa,12/22/2018,5344,12/15/2018,22176,1519868,1.46
Iowa,12/29/2018,7875,12/22/2018,24349,1519868,1.6
Iowa,1/5/2019,4300,12/29/2018,31173,1519868,2.05
Iowa,1/12/2019,4395,1/5/2019,30334,1520724,1.99
Iowa,1/19/2019,3127,1/12/2019,29093,1520724,1.91
Iowa,1/26/2019,3728,1/19/2019,29509,1520724,1.94
Iowa,2/2/2019,4142,1/26/2019,31177,1520724,2.05
Iowa,2/9/2019,2679,2/2/2019,33539,1520724,2.21
Iowa,2/16/2019,1983,2/9/2019,31633,1520724,2.08
Iowa,2/23/2019,2179,2/16/2019,31257,1520724,2.06
Iowa,3/2/2019,2309,2/23/2019,30786,1520724,2.02
Iowa,3/9/2019,2232,3/2/2019,30964,1520724,2.04
Iowa,3/16/2019,2348,3/9/2019,30334,1520724,1.99
Iowa,3/23/2019,2272,3/16/2019,29330,1520724,1.93
Iowa,3/30/2019,1882,3/23/2019,26969,1520724,1.77
Iowa,4/6/2019,1780,3/30/2019,23639,1520724,1.55
Iowa,4/13/2019,1836,4/6/2019,20317,1523830,1.33
Iowa,4/20/2019,1823,4/13/2019,18430,1523830,1.21
Iowa,4/27/2019,1997,4/20/2019,15793,1523830,1.04
Iowa,5/4/2019,2673,4/27/2019,14645,1523830,0.96
Iowa,5/11/2019,2204,5/4/2019,15317,1523830,1.01
Iowa,5/18/2019,1959,5/11/2019,14100,1523830,0.93
Iowa,5/25/2019,2128,5/18/2019,13501,1523830,0.89
Iowa,6/1/2019,2195,5/25/2019,13632,1523830,0.89
Iowa,6/8/2019,2569,6/1/2019,13691,1523830,0.9
Iowa,6/15/2019,2120,6/8/2019,13729,1523830,0.9
Iowa,6/22/2019,1781,6/15/2019,14233,1523830,0.93
Iowa,6/29/2019,2123,6/22/2019,14086,1523830,0.92
Iowa,7/6/2019,3307,6/29/2019,14360,1523830,0.94
Iowa,7/13/2019,2635,7/6/2019,16194,1526417,1.06
Iowa,7/20/2019,1835,7/13/2019,14970,1526417,0.98
Iowa,7/27/2019,2380,7/20/2019,14469,1526417,0.95
Iowa,8/3/2019,2271,7/27/2019,14969,1526417,0.98
Iowa,8/10/2019,2349,8/3/2019,15309,1526417,1
Iowa,8/17/2019,1805,8/10/2019,15306,1526417,1
Iowa,8/24/2019,2099,8/17/2019,14682,1526417,0.96
Iowa,8/31/2019,1769,8/24/2019,14008,1526417,0.92
Iowa,9/7/2019,1787,8/31/2019,12711,1526417,0.83
Iowa,9/14/2019,1692,9/7/2019,12305,1526417,0.81
Iowa,9/21/2019,1738,9/14/2019,12103,1526417,0.79
Iowa,9/28/2019,2245,9/21/2019,12051,1526417,0.79
Iowa,10/5/2019,2228,9/28/2019,12539,1526417,0.82
Iowa,10/12/2019,2117,10/5/2019,12665,1529213,0.83
Iowa,10/19/2019,2296,10/12/2019,12359,1529213,0.81
Iowa,10/26/2019,2945,10/19/2019,12635,1529213,0.83
Iowa,11/2/2019,2851,10/26/2019,13551,1529213,0.89
Iowa,11/9/2019,2927,11/2/2019,14055,1529213,0.92
Iowa,11/16/2019,4579,11/9/2019,13285,1529213,0.87
Iowa,11/23/2019,3794,11/16/2019,15608,1529213,1.02
Iowa,11/30/2019,4988,11/23/2019,15536,1529213,1.02
Iowa,12/7/2019,5531,11/30/2019,20394,1529213,1.33
Iowa,12/14/2019,4934,12/7/2019,20080,1529213,1.31
Iowa,12/21/2019,7357,12/14/2019,22119,1529213,1.45
Iowa,12/28/2019,10338,12/21/2019,25963,1529213,1.7
Iowa,1/4/2020,4586,12/28/2019,34549,1529213,2.26
Iowa,1/11/2020,4836,1/4/2020,34540,1530920,2.26
Iowa,1/18/2020,3615,1/11/2020,29625,1530920,1.94
Iowa,1/25/2020,3115,1/18/2020,30369,1530920,1.98
Iowa,2/1/2020,3066,1/25/2020,30890,1530920,2.02
Iowa,2/8/2020,2379,2/1/2020,30789,1530920,2.01
Iowa,2/15/2020,2239,2/8/2020,30799,1530920,2.01
Iowa,2/22/2020,2631,2/15/2020,30741,1530920,2.01
Iowa,2/29/2020,2240,2/22/2020,30516,1530920,1.99
Iowa,3/7/2020,2221,2/29/2020,29424,1530920,1.92
Iowa,3/14/2020,2229,3/7/2020,27816,1530920,1.82
Iowa,3/21/2020,40952,3/14/2020,26496,1530920,1.73
Iowa,3/28/2020,55966,3/21/2020,53650,1530920,3.5
Iowa,4/4/2020,64194,3/28/2020,91631,1530920,5.99
Iowa,4/11/2020,43889,4/4/2020,127332,1531621,8.31
Iowa,4/18/2020,26901,4/11/2020,150445,1531621,9.82
Iowa,4/25/2020,27220,4/18/2020,168971,1531621,11.03
Iowa,5/2/2020,23241,4/25/2020,179610,1531621,11.73
Iowa,5/9/2020,15820,5/2/2020,189643,1531621,12.38
Iowa,5/16/2020,12056,5/9/2020,184641,1531621,12.06
Kansas,1/3/2015,4164,12/27/2014,20446,1317602,1.55
Kansas,1/10/2015,5983,1/3/2015,22213,1323141,1.68
Kansas,1/17/2015,2867,1/10/2015,24272,1323141,1.83
Kansas,1/24/2015,2321,1/17/2015,22656,1323141,1.71
Kansas,1/31/2015,2539,1/24/2015,21894,1323141,1.65
Kansas,2/7/2015,3422,1/31/2015,21502,1323141,1.63
Kansas,2/14/2015,2066,2/7/2015,22443,1323141,1.7
Kansas,2/21/2015,3009,2/14/2015,21030,1323141,1.59
Kansas,2/28/2015,2613,2/21/2015,20736,1323141,1.57
Kansas,3/7/2015,2223,2/28/2015,20489,1323141,1.55
Kansas,3/14/2015,2100,3/7/2015,19248,1323141,1.45
Kansas,3/21/2015,1947,3/14/2015,17778,1323141,1.34
Kansas,3/28/2015,2264,3/21/2015,17172,1323141,1.3
Kansas,4/4/2015,1953,3/28/2015,16210,1327900,1.22
Kansas,4/11/2015,3933,4/4/2015,15722,1327900,1.18
Kansas,4/18/2015,1903,4/11/2015,17140,1327900,1.29
Kansas,4/25/2015,1870,4/18/2015,15201,1327900,1.14
Kansas,5/2/2015,1951,4/25/2015,15184,1327900,1.14
Kansas,5/9/2015,2263,5/2/2015,15025,1327900,1.13
Kansas,5/16/2015,1973,5/9/2015,15474,1327900,1.17
Kansas,5/23/2015,4689,5/16/2015,14865,1327900,1.12
Kansas,5/30/2015,2614,5/23/2015,16868,1327900,1.27
Kansas,6/6/2015,2443,5/30/2015,15676,1327900,1.18
Kansas,6/13/2015,1961,6/6/2015,14633,1327900,1.1
Kansas,6/20/2015,1936,6/13/2015,14822,1327900,1.12
Kansas,6/27/2015,1948,6/20/2015,14405,1327900,1.08
Kansas,7/4/2015,2284,6/27/2015,13902,1332328,1.04
Kansas,7/11/2015,2822,7/4/2015,14556,1332328,1.09
Kansas,7/18/2015,1894,7/11/2015,14978,1332328,1.12
Kansas,7/25/2015,2375,7/18/2015,13811,1332328,1.04
Kansas,8/1/2015,2229,7/25/2015,14103,1332328,1.06
Kansas,8/8/2015,1993,8/1/2015,14032,1332328,1.05
Kansas,8/15/2015,3237,8/8/2015,12989,1332328,0.97
Kansas,8/22/2015,1764,8/15/2015,14236,1332328,1.07
Kansas,8/29/2015,1854,8/22/2015,12051,1332328,0.9
Kansas,9/5/2015,1609,8/29/2015,11751,1332328,0.88
Kansas,9/12/2015,1322,9/5/2015,11300,1332328,0.85
Kansas,9/19/2015,4061,9/12/2015,11388,1332328,0.85
Kansas,9/26/2015,1473,9/19/2015,12945,1332328,0.97
Kansas,10/3/2015,1691,9/26/2015,12748,1336525,0.95
Kansas,10/10/2015,1830,10/3/2015,10770,1336525,0.81
Kansas,10/17/2015,1883,10/10/2015,10948,1336525,0.82
Kansas,10/24/2015,1821,10/17/2015,11802,1336525,0.88
Kansas,10/31/2015,1793,10/24/2015,11896,1336525,0.89
Kansas,11/7/2015,3845,10/31/2015,11824,1336525,0.88
Kansas,11/14/2015,1811,11/7/2015,11275,1336525,0.84
Kansas,11/21/2015,2693,11/14/2015,13276,1336525,0.99
Kansas,11/28/2015,3331,11/21/2015,12398,1336525,0.93
Kansas,12/5/2015,3241,11/28/2015,14745,1336525,1.1
Kansas,12/12/2015,2376,12/5/2015,14022,1336525,1.05
Kansas,12/19/2015,3452,12/12/2015,14172,1336525,1.06
Kansas,12/26/2015,3372,12/19/2015,15053,1336525,1.13
Kansas,1/2/2016,4666,12/26/2015,17466,1338737,1.3
Kansas,1/9/2016,4278,1/2/2016,20242,1338737,1.51
Kansas,1/16/2016,2917,1/9/2016,19661,1338737,1.47
Kansas,1/23/2016,2982,1/16/2016,19089,1338737,1.43
Kansas,1/30/2016,2509,1/23/2016,20252,1338737,1.51
Kansas,2/6/2016,2411,1/30/2016,18974,1338737,1.42
Kansas,2/13/2016,1980,2/6/2016,19250,1338737,1.44
Kansas,2/20/2016,1869,2/13/2016,18737,1338737,1.4
Kansas,2/27/2016,1916,2/20/2016,18096,1338737,1.35
Kansas,3/5/2016,2079,2/27/2016,17337,1338737,1.3
Kansas,3/12/2016,2045,3/5/2016,16544,1338737,1.24
Kansas,3/19/2016,2226,3/12/2016,16217,1338737,1.21
Kansas,3/26/2016,1990,3/19/2016,15862,1338737,1.18
Kansas,4/2/2016,1947,3/26/2016,14662,1341067,1.09
Kansas,4/9/2016,2084,4/2/2016,13588,1341067,1.01
Kansas,4/16/2016,2010,4/9/2016,13193,1341067,0.98
Kansas,4/23/2016,2607,4/16/2016,12970,1341067,0.97
Kansas,4/30/2016,5139,4/23/2016,13296,1341067,0.99
Kansas,5/7/2016,1923,4/30/2016,15525,1341067,1.16
Kansas,5/14/2016,2329,5/7/2016,14614,1341067,1.09
Kansas,5/21/2016,2704,5/14/2016,12786,1341067,0.95
Kansas,5/28/2016,3107,5/21/2016,13030,1341067,0.97
Kansas,6/4/2016,2300,5/28/2016,13729,1341067,1.02
Kansas,6/11/2016,2160,6/4/2016,13178,1341067,0.98
Kansas,6/18/2016,2001,6/11/2016,13081,1341067,0.98
Kansas,6/25/2016,2328,6/18/2016,13133,1341067,0.98
Kansas,7/2/2016,2282,6/25/2016,13245,1341067,0.99
Kansas,7/9/2016,4730,7/2/2016,12729,1342533,0.95
Kansas,7/16/2016,2567,7/9/2016,14396,1342533,1.07
Kansas,7/23/2016,2012,7/16/2016,14530,1342533,1.08
Kansas,7/30/2016,2417,7/23/2016,13217,1342533,0.98
Kansas,8/6/2016,2134,7/30/2016,13144,1342533,0.98
Kansas,8/13/2016,1964,8/6/2016,13082,1342533,0.97
Kansas,8/20/2016,1706,8/13/2016,11966,1342533,0.89
Kansas,8/27/2016,1874,8/20/2016,11667,1342533,0.87
Kansas,9/3/2016,2078,8/27/2016,11501,1342533,0.86
Kansas,9/10/2016,1994,9/3/2016,11152,1342533,0.83
Kansas,9/17/2016,1916,9/10/2016,11607,1342533,0.86
Kansas,9/24/2016,1745,9/17/2016,10925,1342533,0.81
Kansas,10/1/2016,1560,9/24/2016,10652,1342533,0.79
Kansas,10/8/2016,1872,10/1/2016,10171,1342533,0.76
Kansas,10/15/2016,1657,10/8/2016,10260,1343879,0.76
Kansas,10/22/2016,1853,10/15/2016,10196,1343879,0.76
Kansas,10/29/2016,2144,10/22/2016,10366,1343879,0.77
Kansas,11/5/2016,2144,10/29/2016,10366,1343879,0.77
Kansas,11/12/2016,1752,11/5/2016,9940,1343879,0.74
Kansas,11/19/2016,2314,11/12/2016,10409,1343879,0.77
Kansas,11/26/2016,2645,11/19/2016,10248,1343879,0.76
Kansas,12/3/2016,2643,11/26/2016,11994,1343879,0.89
Kansas,12/10/2016,3120,12/3/2016,11061,1343879,0.82
Kansas,12/17/2016,3302,12/10/2016,11976,1343879,0.89
Kansas,12/24/2016,3802,12/17/2016,12960,1343879,0.96
Kansas,12/31/2016,2762,12/24/2016,14482,1343879,1.08
Kansas,1/7/2017,3713,12/31/2016,14855,1343879,1.11
Kansas,1/14/2017,4473,1/7/2017,16009,1343879,1.19
Kansas,1/21/2017,2643,1/14/2017,16950,1344470,1.26
Kansas,1/28/2017,2510,1/21/2017,16922,1344470,1.26
Kansas,2/4/2017,2364,1/28/2017,15008,1344470,1.12
Kansas,2/11/2017,2221,2/4/2017,14709,1344470,1.09
Kansas,2/18/2017,1969,2/11/2017,14548,1344470,1.08
Kansas,2/25/2017,1773,2/18/2017,14036,1344470,1.04
Kansas,3/4/2017,1850,2/25/2017,13417,1344470,1
Kansas,3/11/2017,1918,3/4/2017,12721,1344470,0.95
Kansas,3/18/2017,4231,3/11/2017,12365,1344471,0.92
Kansas,3/25/2017,1771,3/18/2017,13897,1344470,1.03
Kansas,4/1/2017,2460,3/25/2017,13922,1344470,1.04
Kansas,4/8/2017,2214,4/1/2017,14181,1344447,1.05
Kansas,4/15/2017,1561,4/8/2017,13473,1344447,1
Kansas,4/22/2017,1702,4/15/2017,10362,1344447,0.77
Kansas,4/29/2017,1586,4/22/2017,10134,1344447,0.75
Kansas,5/6/2017,1901,4/29/2017,9877,1344447,0.73
Kansas,5/13/2017,1756,5/6/2017,9928,1344447,0.74
Kansas,5/20/2017,1922,5/13/2017,9657,1344447,0.72
Kansas,5/27/2017,4330,5/20/2017,9767,1344447,0.73
Kansas,6/3/2017,1980,5/27/2017,11909,1344447,0.89
Kansas,6/10/2017,1977,6/3/2017,12366,1344447,0.92
Kansas,6/17/2017,1712,6/10/2017,10410,1344447,0.77
Kansas,6/24/2017,1700,6/17/2017,10490,1344447,0.78
Kansas,7/1/2017,2674,6/24/2017,10298,1344447,0.77
Kansas,7/8/2017,2372,7/1/2017,10805,1345460,0.8
Kansas,7/15/2017,1986,7/8/2017,11777,1345460,0.88
Kansas,7/22/2017,1652,7/15/2017,10950,1345460,0.81
Kansas,7/29/2017,1610,7/22/2017,10528,1345460,0.78
Kansas,8/5/2017,3877,7/29/2017,10408,1345460,0.77
Kansas,8/12/2017,1608,8/5/2017,12065,1345460,0.9
Kansas,8/19/2017,1494,8/12/2017,11966,1345460,0.89
Kansas,8/26/2017,1681,8/19/2017,10134,1345460,0.75
Kansas,9/2/2017,1556,8/26/2017,9965,1345460,0.74
Kansas,9/9/2017,1373,9/2/2017,9663,1345460,0.72
Kansas,9/16/2017,1522,9/9/2017,9573,1345460,0.71
Kansas,9/23/2017,4027,9/16/2017,9506,1345460,0.71
Kansas,9/30/2017,1595,9/23/2017,11573,1345460,0.86
Kansas,10/7/2017,1808,9/30/2017,11553,1345460,0.86
Kansas,10/14/2017,1649,10/7/2017,11177,1342223,0.83
Kansas,10/21/2017,1546,10/14/2017,11181,1342223,0.83
Kansas,10/28/2017,1474,10/21/2017,9222,1342223,0.69
Kansas,11/4/2017,1742,10/28/2017,9389,1342223,0.7
Kansas,11/11/2017,1617,11/4/2017,9367,1342223,0.7
Kansas,11/18/2017,1823,11/11/2017,9714,1342223,0.72
Kansas,11/25/2017,1739,11/18/2017,9405,1342223,0.7
Kansas,12/2/2017,2098,11/25/2017,10702,1342223,0.8
