State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
Kansas,12/9/2017,2222,12/2/2017,10137,1342223,0.76
Kansas,12/16/2017,2335,12/9/2017,10844,1342223,0.81
Kansas,12/23/2017,3007,12/16/2017,10808,1342223,0.81
Kansas,12/30/2017,3953,12/23/2017,11511,1342223,0.86
Kansas,1/6/2018,3146,12/30/2017,14574,1342223,1.09
Kansas,1/13/2018,3600,1/6/2018,14628,1345022,1.09
Kansas,1/20/2018,2319,1/13/2018,15232,1345022,1.13
Kansas,1/27/2018,1960,1/20/2018,15905,1345022,1.18
Kansas,2/3/2018,1922,1/27/2018,13870,1345022,1.03
Kansas,2/10/2018,2126,2/3/2018,13414,1345022,1
Kansas,2/17/2018,1696,2/10/2018,13733,1345022,1.02
Kansas,2/24/2018,2120,2/17/2018,12814,1345022,0.95
Kansas,3/3/2018,1657,2/24/2018,13690,1345022,1.02
Kansas,3/10/2018,1615,3/3/2018,12039,1345022,0.9
Kansas,3/17/2018,1476,3/10/2018,11316,1345022,0.84
Kansas,3/24/2018,1537,3/17/2018,10885,1345022,0.81
Kansas,3/31/2018,1515,3/24/2018,10593,1345022,0.79
Kansas,4/7/2018,1691,3/31/2018,9895,1345022,0.74
Kansas,4/14/2018,1310,4/7/2018,9740,1345119,0.72
Kansas,4/21/2018,1413,4/14/2018,8955,1345119,0.67
Kansas,4/28/2018,1430,4/21/2018,8610,1345119,0.64
Kansas,5/5/2018,1467,4/28/2018,8609,1345119,0.64
Kansas,5/12/2018,1488,5/5/2018,8369,1345119,0.62
Kansas,5/19/2018,1752,5/12/2018,8231,1345119,0.61
Kansas,5/26/2018,1722,5/19/2018,8380,1345119,0.62
Kansas,6/2/2018,1549,5/26/2018,8427,1345119,0.63
Kansas,6/9/2018,1610,6/2/2018,8748,1345119,0.65
Kansas,6/16/2018,1484,6/9/2018,8653,1345119,0.64
Kansas,6/23/2018,1478,6/16/2018,8889,1345119,0.66
Kansas,6/30/2018,1471,6/23/2018,8902,1345119,0.66
Kansas,7/7/2018,1494,6/30/2018,8603,1345119,0.64
Kansas,7/14/2018,1438,7/7/2018,9151,1346180,0.68
Kansas,7/21/2018,1739,7/14/2018,8890,1346180,0.66
Kansas,7/28/2018,1404,7/21/2018,9012,1346180,0.67
Kansas,8/4/2018,1395,7/28/2018,9086,1346180,0.67
Kansas,8/11/2018,1292,8/4/2018,8711,1346180,0.65
Kansas,8/18/2018,1327,8/11/2018,8344,1346180,0.62
Kansas,8/25/2018,1338,8/18/2018,8129,1346180,0.6
Kansas,9/1/2018,1234,8/25/2018,7882,1346180,0.59
Kansas,9/8/2018,1807,9/1/2018,7508,1346180,0.56
Kansas,9/15/2018,1228,9/8/2018,8188,1346180,0.61
Kansas,9/22/2018,1215,9/15/2018,7545,1346180,0.56
Kansas,9/29/2018,1140,9/22/2018,7409,1346180,0.55
Kansas,10/6/2018,1273,9/29/2018,7105,1346180,0.53
Kansas,10/13/2018,1862,10/6/2018,7069,1347587,0.52
Kansas,10/20/2018,1380,10/13/2018,7767,1347587,0.58
Kansas,10/27/2018,1269,10/20/2018,7312,1347587,0.54
Kansas,11/3/2018,1368,10/27/2018,7169,1347587,0.53
Kansas,11/10/2018,1815,11/3/2018,7312,1347587,0.54
Kansas,11/17/2018,1735,11/10/2018,7623,1347587,0.57
Kansas,11/24/2018,1562,11/17/2018,7549,1347587,0.56
Kansas,12/1/2018,2647,11/24/2018,8483,1347587,0.63
Kansas,12/8/2018,2126,12/1/2018,8831,1347587,0.66
Kansas,12/15/2018,1894,12/8/2018,9063,1347587,0.67
Kansas,12/22/2018,2288,12/15/2018,9056,1347587,0.67
Kansas,12/29/2018,2779,12/22/2018,9198,1347587,0.68
Kansas,1/5/2019,2185,12/29/2018,11601,1347587,0.86
Kansas,1/12/2019,2165,1/5/2019,11583,1351006,0.86
Kansas,1/19/2019,2795,1/12/2019,10975,1351006,0.81
Kansas,1/26/2019,2501,1/19/2019,12051,1351006,0.89
Kansas,2/2/2019,1917,1/26/2019,12743,1351006,0.94
Kansas,2/9/2019,1766,2/2/2019,12281,1351006,0.91
Kansas,2/16/2019,1610,2/9/2019,12274,1351006,0.91
Kansas,2/23/2019,1803,2/16/2019,11800,1351006,0.87
Kansas,3/2/2019,1709,2/23/2019,12141,1351006,0.9
Kansas,3/9/2019,1583,3/2/2019,11479,1351006,0.85
Kansas,3/16/2019,1648,3/9/2019,11193,1351006,0.83
Kansas,3/23/2019,1271,3/16/2019,10886,1351006,0.81
Kansas,3/30/2019,1490,3/23/2019,9195,1351006,0.68
Kansas,4/6/2019,1357,3/30/2019,8643,1351006,0.64
Kansas,4/13/2019,1298,4/6/2019,7999,1354497,0.59
Kansas,4/20/2019,1167,4/13/2019,7767,1354498,0.57
Kansas,4/27/2019,1271,4/20/2019,7649,1354497,0.56
Kansas,5/4/2019,2025,4/27/2019,7589,1354497,0.56
Kansas,5/11/2019,1546,5/4/2019,8253,1354497,0.61
Kansas,5/18/2019,1402,5/11/2019,8083,1354497,0.6
Kansas,5/25/2019,2024,5/18/2019,7711,1354497,0.57
Kansas,6/1/2019,1533,5/25/2019,8257,1354497,0.61
Kansas,6/8/2019,1512,6/1/2019,8110,1354497,0.6
Kansas,6/15/2019,1436,6/8/2019,7857,1354497,0.58
Kansas,6/22/2019,1292,6/15/2019,8149,1354497,0.6
Kansas,6/29/2019,1516,6/22/2019,7871,1354497,0.58
Kansas,7/6/2019,2419,6/29/2019,7914,1354497,0.58
Kansas,7/13/2019,2657,7/6/2019,8316,1357246,0.61
Kansas,7/20/2019,1366,7/13/2019,9472,1357246,0.7
Kansas,7/27/2019,1360,7/20/2019,9308,1357246,0.69
Kansas,8/3/2019,1398,7/27/2019,8779,1357246,0.65
Kansas,8/10/2019,1325,8/3/2019,8500,1357246,0.63
Kansas,8/17/2019,1172,8/10/2019,8222,1357246,0.61
Kansas,8/24/2019,1183,8/17/2019,7509,1357246,0.55
Kansas,8/31/2019,2166,8/24/2019,7473,1357246,0.55
Kansas,9/7/2019,1289,8/31/2019,7639,1357246,0.56
Kansas,9/14/2019,1127,9/7/2019,7366,1357246,0.54
Kansas,9/21/2019,2602,9/14/2019,6843,1357246,0.5
Kansas,9/28/2019,1206,9/21/2019,7643,1357246,0.56
Kansas,10/5/2019,1318,9/28/2019,7417,1357246,0.55
Kansas,10/12/2019,1245,10/5/2019,7198,1359781,0.53
Kansas,10/19/2019,1132,10/12/2019,7269,1359781,0.53
Kansas,10/26/2019,1316,10/19/2019,7126,1359781,0.52
Kansas,11/2/2019,1346,10/26/2019,7279,1359781,0.54
Kansas,11/9/2019,1457,11/2/2019,7093,1359781,0.52
Kansas,11/16/2019,1413,11/9/2019,6982,1359781,0.51
Kansas,11/23/2019,1620,11/16/2019,7345,1359781,0.54
Kansas,11/30/2019,1236,11/23/2019,7258,1359781,0.53
Kansas,12/7/2019,2176,11/30/2019,8246,1359781,0.61
Kansas,12/14/2019,1825,12/7/2019,8077,1359781,0.59
Kansas,12/21/2019,3096,12/14/2019,8562,1359781,0.63
Kansas,12/28/2019,3059,12/21/2019,9525,1359781,0.7
Kansas,1/4/2020,2019,12/28/2019,11175,1359781,0.82
Kansas,1/11/2020,2140,1/4/2020,11431,1363114,0.84
Kansas,1/18/2020,2402,1/11/2020,10638,1363114,0.78
Kansas,1/25/2020,2557,1/18/2020,11182,1363114,0.82
Kansas,2/1/2020,2000,1/25/2020,12301,1363114,0.9
Kansas,2/8/2020,2107,2/1/2020,11809,1363114,0.87
Kansas,2/15/2020,2076,2/8/2020,11666,1363114,0.86
Kansas,2/22/2020,1494,2/15/2020,12003,1363114,0.88
Kansas,2/29/2020,1517,2/22/2020,11505,1363114,0.84
Kansas,3/7/2020,1365,2/29/2020,11003,1363115,0.81
Kansas,3/14/2020,1755,3/7/2020,9771,1363114,0.72
Kansas,3/21/2020,23563,3/14/2020,9973,1363114,0.73
Kansas,3/28/2020,54330,3/21/2020,17558,1363114,1.29
Kansas,4/4/2020,49306,3/28/2020,51425,1363114,3.77
Kansas,4/11/2020,29873,4/4/2020,78334,1364944,5.74
Kansas,4/18/2020,30596,4/11/2020,97478,1364944,7.14
Kansas,4/25/2020,24483,4/18/2020,119022,1364944,8.72
Kansas,5/2/2020,15959,4/25/2020,120701,1364944,8.84
Kansas,5/9/2020,12234,5/2/2020,117977,1364944,8.64
Kansas,5/16/2020,11238,5/9/2020,108565,1364944,7.95
Kentucky,1/3/2015,7880,12/27/2014,28893,1784260,1.62
Kentucky,1/10/2015,7175,1/3/2015,34152,1791409,1.91
Kentucky,1/17/2015,4416,1/10/2015,31598,1791409,1.76
Kentucky,1/24/2015,3429,1/17/2015,30826,1791409,1.72
Kentucky,1/31/2015,3178,1/24/2015,29840,1791409,1.67
Kentucky,2/7/2015,4220,1/31/2015,30599,1791409,1.71
Kentucky,2/14/2015,3186,2/7/2015,29035,1791409,1.62
Kentucky,2/21/2015,6112,2/14/2015,29851,1791409,1.67
Kentucky,2/28/2015,5841,2/21/2015,29999,1791409,1.67
Kentucky,3/7/2015,4138,2/28/2015,31818,1791409,1.78
Kentucky,3/14/2015,3092,3/7/2015,33052,1791409,1.85
Kentucky,3/21/2015,2860,3/14/2015,32694,1791409,1.83
Kentucky,3/28/2015,2420,3/21/2015,27640,1791409,1.54
Kentucky,4/4/2015,2822,3/28/2015,26653,1791409,1.49
Kentucky,4/11/2015,6293,4/4/2015,24752,1799176,1.38
Kentucky,4/18/2015,2955,4/11/2015,24218,1799176,1.35
Kentucky,4/25/2015,2618,4/18/2015,25418,1799176,1.41
Kentucky,5/2/2015,2574,4/25/2015,22794,1799176,1.27
Kentucky,5/9/2015,2672,5/2/2015,21975,1799176,1.22
Kentucky,5/16/2015,3276,5/9/2015,21347,1799176,1.19
Kentucky,5/23/2015,3984,5/16/2015,21357,1799176,1.19
Kentucky,5/30/2015,3088,5/23/2015,21126,1799176,1.17
Kentucky,6/6/2015,3189,5/30/2015,22258,1799176,1.24
Kentucky,6/13/2015,2661,6/6/2015,22345,1799176,1.24
Kentucky,6/20/2015,2500,6/13/2015,22940,1799176,1.28
Kentucky,6/27/2015,3608,6/20/2015,22204,1799176,1.23
Kentucky,7/4/2015,5722,6/27/2015,22251,1799176,1.24
Kentucky,7/11/2015,6939,7/4/2015,22771,1807271,1.26
Kentucky,7/18/2015,4248,7/11/2015,25000,1807271,1.38
Kentucky,7/25/2015,2643,7/18/2015,22206,1807271,1.23
Kentucky,8/1/2015,2772,7/25/2015,23485,1807271,1.3
Kentucky,8/8/2015,2891,8/1/2015,22130,1807271,1.22
Kentucky,8/15/2015,2946,8/8/2015,22115,1807271,1.22
Kentucky,8/22/2015,2543,8/15/2015,21498,1807271,1.19
Kentucky,8/29/2015,2601,8/22/2015,20955,1807271,1.16
Kentucky,9/5/2015,2449,8/29/2015,20292,1807271,1.12
Kentucky,9/12/2015,2395,9/5/2015,19919,1807271,1.1
Kentucky,9/19/2015,2317,9/12/2015,20011,1807271,1.11
Kentucky,9/26/2015,2209,9/19/2015,19202,1807271,1.06
Kentucky,10/3/2015,2808,9/26/2015,19698,1807271,1.09
Kentucky,10/10/2015,2707,10/3/2015,18571,1815354,1.02
Kentucky,10/17/2015,2601,10/10/2015,19210,1815354,1.06
Kentucky,10/24/2015,2387,10/17/2015,18431,1815354,1.02
Kentucky,10/31/2015,3189,10/24/2015,19335,1815354,1.07
Kentucky,11/7/2015,2996,10/31/2015,18540,1815354,1.02
Kentucky,11/14/2015,2806,11/7/2015,19599,1815354,1.08
Kentucky,11/21/2015,3572,11/14/2015,19842,1815354,1.09
Kentucky,11/28/2015,5525,11/21/2015,19249,1815354,1.06
Kentucky,12/5/2015,4269,11/28/2015,22773,1815354,1.25
Kentucky,12/12/2015,3093,12/5/2015,21767,1815354,1.2
Kentucky,12/19/2015,4209,12/12/2015,22876,1815354,1.26
Kentucky,12/26/2015,9706,12/19/2015,21478,1815354,1.18
Kentucky,1/2/2016,9001,12/26/2015,12962,1815354,0.71
Kentucky,1/9/2016,7211,1/2/2016,33633,1822057,1.85
Kentucky,1/16/2016,4096,1/9/2016,28914,1822057,1.59
Kentucky,1/23/2016,3914,1/16/2016,29578,1822057,1.62
Kentucky,1/30/2016,3710,1/23/2016,29229,1822057,1.6
Kentucky,2/6/2016,3250,1/30/2016,30531,1822057,1.68
Kentucky,2/13/2016,3228,2/6/2016,28742,1822057,1.58
Kentucky,2/20/2016,3262,2/13/2016,30809,1822057,1.69
Kentucky,2/27/2016,3120,2/20/2016,28015,1822057,1.54
Kentucky,3/5/2016,2850,2/27/2016,29537,1822057,1.62
Kentucky,3/12/2016,2476,3/5/2016,26895,1822057,1.48
Kentucky,3/19/2016,2518,3/12/2016,27843,1822057,1.53
Kentucky,3/26/2016,2445,3/19/2016,24715,1822057,1.36
Kentucky,4/2/2016,2645,3/26/2016,25683,1822057,1.41
Kentucky,4/9/2016,3454,4/2/2016,24268,1828660,1.33
Kentucky,4/16/2016,2596,4/9/2016,23765,1828660,1.3
Kentucky,4/23/2016,2551,4/16/2016,22729,1828660,1.24
Kentucky,4/30/2016,2797,4/23/2016,22483,1828660,1.23
Kentucky,5/7/2016,2965,4/30/2016,21887,1828660,1.2
Kentucky,5/14/2016,2865,5/7/2016,21954,1828660,1.2
Kentucky,5/21/2016,2788,5/14/2016,21576,1828660,1.18
Kentucky,5/28/2016,2985,5/21/2016,21654,1828660,1.18
Kentucky,6/4/2016,3285,5/28/2016,21303,1828660,1.16
Kentucky,6/11/2016,2530,6/4/2016,22198,1828660,1.21
Kentucky,6/18/2016,2793,6/11/2016,21511,1828660,1.18
Kentucky,6/25/2016,2564,6/18/2016,22098,1828660,1.21
Kentucky,7/2/2016,7950,6/25/2016,21497,1835990,1.17
Kentucky,7/9/2016,6582,7/2/2016,22276,1835990,1.21
Kentucky,7/16/2016,5231,7/9/2016,23264,1835990,1.27
Kentucky,7/23/2016,3324,7/16/2016,23364,1835990,1.27
Kentucky,7/30/2016,2771,7/23/2016,22899,1835990,1.25
Kentucky,8/6/2016,2235,7/30/2016,22268,1835990,1.21
Kentucky,8/13/2016,2756,8/6/2016,21509,1835990,1.17
Kentucky,8/20/2016,2328,8/13/2016,21569,1835990,1.17
Kentucky,8/27/2016,2292,8/20/2016,20356,1835990,1.11
Kentucky,9/3/2016,2373,8/27/2016,20924,1835990,1.14
Kentucky,9/10/2016,2125,9/3/2016,19473,1835990,1.06
Kentucky,9/17/2016,1976,9/10/2016,20097,1835990,1.09
Kentucky,9/24/2016,2225,9/17/2016,18682,1835990,1.02
Kentucky,10/1/2016,2031,9/24/2016,19273,1835990,1.05
Kentucky,10/8/2016,2670,10/1/2016,18082,1843981,0.98
Kentucky,10/15/2016,8314,10/8/2016,18390,1843981,1
Kentucky,10/22/2016,4241,10/15/2016,18132,1843981,0.98
Kentucky,10/29/2016,7793,10/22/2016,21170,1843981,1.15
Kentucky,11/5/2016,3341,10/29/2016,18911,1843981,1.03
Kentucky,11/12/2016,3003,11/5/2016,21786,1843981,1.18
Kentucky,11/19/2016,3507,11/12/2016,19103,1843981,1.04
Kentucky,11/26/2016,2555,11/19/2016,18185,1843981,0.99
Kentucky,12/3/2016,3167,11/26/2016,19848,1843981,1.08
Kentucky,12/10/2016,3300,12/3/2016,19586,1843981,1.06
Kentucky,12/17/2016,3507,12/10/2016,19531,1843981,1.06
Kentucky,12/24/2016,8089,12/17/2016,20097,1843981,1.09
Kentucky,12/31/2016,8507,12/24/2016,21587,1843981,1.17
Kentucky,1/7/2017,5611,12/31/2016,26402,1846981,1.43
Kentucky,1/14/2017,4081,1/7/2017,25504,1851913,1.38
Kentucky,1/21/2017,3025,1/14/2017,26787,1851913,1.45
Kentucky,1/28/2017,2800,1/21/2017,25582,1851913,1.38
Kentucky,2/4/2017,2823,1/28/2017,26503,1851913,1.43
Kentucky,2/11/2017,2790,2/4/2017,25018,1851913,1.35
Kentucky,2/18/2017,2752,2/11/2017,25573,1851913,1.38
Kentucky,2/25/2017,2442,2/18/2017,23850,1851913,1.29
Kentucky,3/4/2017,2600,2/25/2017,24073,1851913,1.3
Kentucky,3/11/2017,2236,3/4/2017,22244,1851913,1.2
Kentucky,3/18/2017,3051,3/11/2017,22104,1851913,1.19
Kentucky,3/25/2017,2037,3/18/2017,20656,1851913,1.12
Kentucky,4/1/2017,2216,3/25/2017,21167,1851913,1.14
Kentucky,4/8/2017,3496,4/1/2017,19020,1858434,1.02
Kentucky,4/15/2017,2346,4/8/2017,19703,1858434,1.06
Kentucky,4/22/2017,2096,4/15/2017,18691,1858434,1.01
Kentucky,4/29/2017,2081,4/22/2017,18710,1858434,1.01
Kentucky,5/6/2017,2371,4/29/2017,17548,1858434,0.94
Kentucky,5/13/2017,2558,5/6/2017,17604,1858434,0.95
Kentucky,5/20/2017,2366,5/13/2017,17834,1858434,0.96
Kentucky,5/27/2017,2917,5/20/2017,17691,1858434,0.95
Kentucky,6/3/2017,2387,5/27/2017,18286,1858434,0.98
Kentucky,6/10/2017,3182,6/3/2017,18394,1858434,0.99
Kentucky,6/17/2017,2035,6/10/2017,18587,1858434,1
Kentucky,6/24/2017,2048,6/17/2017,18809,1858434,1.01
Kentucky,7/1/2017,4558,6/24/2017,18418,1858434,0.99
Kentucky,7/8/2017,10771,7/1/2017,19215,1862278,1.03
Kentucky,7/15/2017,3909,7/8/2017,20250,1862278,1.09
Kentucky,7/22/2017,2929,7/15/2017,21949,1862278,1.18
Kentucky,7/29/2017,2988,7/22/2017,20843,1862278,1.12
Kentucky,8/5/2017,3487,7/29/2017,19553,1862278,1.05
Kentucky,8/12/2017,2323,8/5/2017,19245,1862278,1.03
Kentucky,8/19/2017,2250,8/12/2017,19044,1862278,1.02
Kentucky,8/26/2017,2600,8/19/2017,17690,1862278,0.95
Kentucky,9/2/2017,1959,8/26/2017,19295,1862278,1.04
Kentucky,9/9/2017,1783,9/2/2017,16670,1862278,0.9
Kentucky,9/16/2017,1830,9/9/2017,19544,1862278,1.05
Kentucky,9/23/2017,1766,9/16/2017,15843,1862278,0.85
Kentucky,9/30/2017,1813,9/23/2017,16763,1862278,0.9
Kentucky,10/7/2017,2460,9/30/2017,15232,1862278,0.82
Kentucky,10/14/2017,2936,10/7/2017,16393,1866800,0.88
Kentucky,10/21/2017,2870,10/14/2017,15782,1866800,0.85
Kentucky,10/28/2017,1994,10/21/2017,15853,1866800,0.85
Kentucky,11/4/2017,2263,10/28/2017,15911,1866800,0.85
Kentucky,11/11/2017,2219,11/4/2017,15721,1866800,0.84
Kentucky,11/18/2017,2631,11/11/2017,16079,1866800,0.86
Kentucky,11/25/2017,2672,11/18/2017,15373,1866800,0.82
Kentucky,12/2/2017,2733,11/25/2017,17881,1866800,0.96
Kentucky,12/9/2017,2744,12/2/2017,17244,1866800,0.92
Kentucky,12/16/2017,3564,12/9/2017,18015,1866800,0.97
Kentucky,12/23/2017,12627,12/16/2017,17903,1866800,0.96
Kentucky,12/30/2017,7142,12/23/2017,21824,1866800,1.17
Kentucky,1/6/2018,5305,12/30/2017,23079,1866800,1.24
Kentucky,1/13/2018,3998,1/6/2018,24105,1869232,1.29
Kentucky,1/20/2018,3299,1/13/2018,25180,1869232,1.35
Kentucky,1/27/2018,3156,1/20/2018,24941,1869232,1.33
Kentucky,2/3/2018,3770,1/27/2018,24637,1869232,1.32
Kentucky,2/10/2018,3467,2/3/2018,25310,1869232,1.35
Kentucky,2/17/2018,3327,2/10/2018,23899,1869232,1.28
Kentucky,2/24/2018,2225,2/17/2018,24267,1869232,1.3
Kentucky,3/3/2018,1535,2/24/2018,22729,1869232,1.22
Kentucky,3/10/2018,2316,3/3/2018,22882,1869232,1.22
Kentucky,3/17/2018,1946,3/10/2018,21224,1869232,1.14
Kentucky,3/24/2018,1953,3/17/2018,21361,1869232,1.14
Kentucky,3/31/2018,1899,3/24/2018,19874,1869232,1.06
Kentucky,4/7/2018,2829,3/31/2018,19366,1871642,1.03
Kentucky,4/14/2018,3111,4/7/2018,19698,1871642,1.05
Kentucky,4/21/2018,1934,4/14/2018,18429,1871642,0.98
Kentucky,4/28/2018,1817,4/21/2018,17727,1871642,0.95
Kentucky,5/5/2018,1989,4/28/2018,17161,1871642,0.92
Kentucky,5/12/2018,4969,5/5/2018,16644,1871642,0.89
Kentucky,5/19/2018,6629,5/12/2018,17859,1871642,0.95
Kentucky,5/26/2018,2874,5/19/2018,18595,1871642,0.99
Kentucky,6/2/2018,2235,5/26/2018,17190,1871642,0.92
Kentucky,6/9/2018,2306,6/2/2018,17208,1871642,0.92
Kentucky,6/16/2018,1799,6/9/2018,16679,1871642,0.89
Kentucky,6/23/2018,3767,6/16/2018,16983,1871642,0.91
Kentucky,6/30/2018,7791,6/23/2018,19640,1871642,1.05
Kentucky,7/7/2018,6193,6/30/2018,22326,1871642,1.19
Kentucky,7/14/2018,3891,7/7/2018,19185,1874371,1.02
Kentucky,7/21/2018,6453,7/14/2018,22580,1874371,1.2
Kentucky,7/28/2018,5749,7/21/2018,22203,1874371,1.18
Kentucky,8/4/2018,2631,7/28/2018,25027,1874371,1.34
Kentucky,8/11/2018,2171,8/4/2018,17062,1874371,0.91
Kentucky,8/18/2018,1757,8/11/2018,17464,1874371,0.93
Kentucky,8/25/2018,1589,8/18/2018,15866,1874371,0.85
Kentucky,9/1/2018,1591,8/25/2018,16162,1874371,0.86
Kentucky,9/8/2018,1895,9/1/2018,14995,1874371,0.8
Kentucky,9/15/2018,6364,9/8/2018,15847,1874371,0.85
Kentucky,9/22/2018,1739,9/15/2018,17949,1874371,0.96
Kentucky,9/29/2018,7999,9/22/2018,15636,1874371,0.83
Kentucky,10/6/2018,2059,9/29/2018,14409,1874371,0.77
Kentucky,10/13/2018,1753,10/6/2018,15085,1876412,0.8
Kentucky,10/20/2018,1623,10/13/2018,14321,1876412,0.76
Kentucky,10/27/2018,1729,10/20/2018,14509,1876412,0.77
Kentucky,11/3/2018,1811,10/27/2018,14131,1876412,0.75
Kentucky,11/10/2018,2875,11/3/2018,14262,1876412,0.76
Kentucky,11/17/2018,2221,11/10/2018,14440,1876412,0.77
Kentucky,11/24/2018,3402,11/17/2018,13890,1876412,0.74
Kentucky,12/1/2018,2638,11/24/2018,16354,1876412,0.87
Kentucky,12/8/2018,2610,12/1/2018,15828,1876412,0.84
Kentucky,12/15/2018,2826,12/8/2018,16510,1876412,0.88
Kentucky,12/22/2018,3776,12/15/2018,16291,1876412,0.87
Kentucky,12/29/2018,7419,12/22/2018,17438,1876412,0.93
Kentucky,1/5/2019,6377,12/29/2018,10142,1876412,0.54
Kentucky,1/12/2019,11344,1/5/2019,22486,1879936,1.2
Kentucky,1/19/2019,3084,1/12/2019,20298,1879936,1.08
Kentucky,1/26/2019,2949,1/19/2019,20960,1879936,1.11
Kentucky,2/2/2019,2673,1/26/2019,20801,1879936,1.11
Kentucky,2/9/2019,2381,2/2/2019,22688,1879936,1.21
Kentucky,2/16/2019,2344,2/9/2019,21514,1879936,1.14
Kentucky,2/23/2019,6831,2/16/2019,22762,1879936,1.21
Kentucky,3/2/2019,3714,2/23/2019,23662,1879936,1.26
Kentucky,3/9/2019,2046,3/2/2019,21175,1879936,1.13
Kentucky,3/16/2019,2105,3/9/2019,20145,1879936,1.07
Kentucky,3/23/2019,1957,3/16/2019,20317,1879936,1.08
Kentucky,3/30/2019,2168,3/23/2019,18417,1879936,0.98
Kentucky,4/6/2019,2774,3/30/2019,18087,1879936,0.96
Kentucky,4/13/2019,2108,4/6/2019,16778,1883260,0.89
Kentucky,4/20/2019,1983,4/13/2019,17427,1883260,0.93
Kentucky,4/27/2019,1716,4/20/2019,15765,1883260,0.84
Kentucky,5/4/2019,1938,4/27/2019,16169,1883260,0.86
Kentucky,5/11/2019,1709,5/4/2019,15342,1883260,0.81
Kentucky,5/18/2019,2272,5/11/2019,15678,1883260,0.83
Kentucky,5/25/2019,2638,5/18/2019,15638,1883260,0.83
Kentucky,6/1/2019,2403,5/25/2019,16305,1883260,0.87
Kentucky,6/8/2019,2201,6/1/2019,16309,1883260,0.87
Kentucky,6/15/2019,1936,6/8/2019,16535,1883260,0.88
Kentucky,6/22/2019,3086,6/15/2019,16608,1883260,0.88
Kentucky,6/29/2019,3555,6/22/2019,16599,1883260,0.88
Kentucky,7/6/2019,6070,6/29/2019,17838,1883260,0.95
Kentucky,7/13/2019,5442,7/6/2019,17861,1886070,0.95
Kentucky,7/20/2019,5388,7/13/2019,17747,1886070,0.94
Kentucky,7/27/2019,2042,7/20/2019,17985,1886070,0.95
Kentucky,8/3/2019,2034,7/27/2019,17628,1886070,0.93
Kentucky,8/10/2019,2457,8/3/2019,17397,1886070,0.92
Kentucky,8/17/2019,2235,8/10/2019,16820,1886070,0.89
Kentucky,8/24/2019,1974,8/17/2019,17311,1886070,0.92
Kentucky,8/31/2019,1842,8/24/2019,16720,1886070,0.89
Kentucky,9/7/2019,1788,8/31/2019,6623,1886070,0.35
Kentucky,9/14/2019,1875,9/7/2019,16422,1886070,0.87
Kentucky,9/21/2019,2236,9/14/2019,16015,1886070,0.85
Kentucky,9/28/2019,2373,9/21/2019,15505,1886070,0.82
Kentucky,10/5/2019,2421,9/28/2019,15963,1886070,0.85
Kentucky,10/12/2019,2636,10/5/2019,15643,1889353,0.83
Kentucky,10/19/2019,2359,10/12/2019,15598,1889353,0.83
Kentucky,10/26/2019,2143,10/19/2019,16216,1889353,0.86
Kentucky,11/2/2019,2056,10/26/2019,16702,1889353,0.88
Kentucky,11/9/2019,2352,11/2/2019,15722,1889353,0.83
Kentucky,11/16/2019,2273,11/9/2019,15979,1889353,0.85
Kentucky,11/23/2019,2972,11/16/2019,15599,1889353,0.83
Kentucky,11/30/2019,3187,11/23/2019,15003,1889353,0.79
Kentucky,12/7/2019,3593,11/30/2019,18823,1889353,1
Kentucky,12/14/2019,3663,12/7/2019,17264,1889353,0.91
Kentucky,12/21/2019,4603,12/14/2019,18879,1889353,1
Kentucky,12/28/2019,6211,12/21/2019,18489,1889353,0.98
Kentucky,1/4/2020,5175,12/28/2019,22515,1890475,1.19
Kentucky,1/11/2020,3968,1/4/2020,25124,1890475,1.33
Kentucky,1/18/2020,3084,1/11/2020,24066,1890475,1.27
Kentucky,1/25/2020,2569,1/18/2020,22874,1890475,1.21
Kentucky,2/1/2020,2625,1/25/2020,23219,1890475,1.23
Kentucky,2/8/2020,2936,2/1/2020,22937,1890475,1.21
Kentucky,2/15/2020,2813,2/8/2020,23076,1890475,1.22
Kentucky,2/22/2020,2508,2/15/2020,22623,1890475,1.2
Kentucky,2/29/2020,2223,2/22/2020,23733,1890475,1.26
Kentucky,3/7/2020,2463,2/29/2020,22770,1890475,1.2
Kentucky,3/14/2020,2785,3/7/2020,22940,1890475,1.21
Kentucky,3/21/2020,49023,3/14/2020,22328,1890475,1.18
Kentucky,3/28/2020,113149,3/21/2020,24361,1890475,1.29
Kentucky,4/4/2020,117575,3/28/2020,130151,1890475,6.88
Kentucky,4/11/2020,116277,4/4/2020,182097,1893451,9.62
Kentucky,4/18/2020,103981,4/11/2020,199030,1893451,10.51
Kentucky,4/25/2020,91223,4/18/2020,260792,1893451,13.77
Kentucky,5/2/2020,82435,4/25/2020,256317,1893451,13.54
Kentucky,5/9/2020,69372,5/2/2020,253250,1893451,13.38
Kentucky,5/16/2020,47321,5/9/2020,246865,1893451,13.04
Louisiana,1/3/2015,1814,12/27/2014,21477,1867579,1.15
Louisiana,1/10/2015,3601,1/3/2015,22151,1874404,1.18
Louisiana,1/17/2015,2987,1/10/2015,22372,1874404,1.19
Louisiana,1/24/2015,2531,1/17/2015,21671,1874404,1.16
Louisiana,1/31/2015,2676,1/24/2015,21755,1874404,1.16
